stt,term,reading,romaji,han_viet,meaning,type,exam_ja,exam_vi,kanji_breakdown,pitch_accent,synonyms_antonyms,card_type
271,運,うん,un,Vận,số -  vận mệnh,Danh từ,運について詳しく調査する。,Nghiên cứu kỹ lưỡng về số.,運 (Vận: vận may/vận chuyển/vận động),[0],連: 運に関する / 類: số,vocab
272,勘,かん,kan,Khám,trực giác -  linh cảm,Danh từ,勘について詳しく調査する。,Nghiên cứu kỹ lưỡng về trực giác.,勘 (Khám: trực giác/linh cảm),[0],連: 勘に関する / 類: trực giác,vocab
273,感覚,かんかく,kankaku,Cảm Giác,cảm giác -  giác quan,Danh từ,感覚について詳しく調査する。,Nghiên cứu kỹ lưỡng về cảm giác.,感 (Cảm: cảm giác/cảm xúc) + 覚 (Giác: ghi nhớ/tỉnh giấc/cảm giác),[1],連: 感覚に関する / 類: cảm giác,vocab
274,神経,しんけい,shinkei,Thần Kinh,thần kinh -  tinh thần,Danh từ,神経について詳しく調査する。,Nghiên cứu kỹ lưỡng về thần kinh.,神 (Thần: thần thánh/tinh thần) + 経 (Kinh: trải qua/kinh tế),[1],連: 神経に関する / 類: thần kinh,vocab
275,記憶,きおく,kioku,Ký Ức,ký ức -  trí nhớ,Động từ nhóm 1,状況に合わせて適切に記憶。,Ký ức một cách phù hợp theo tình huống.,記 (Ký: ghi nhớ/ký lục/ghi chép) + 憶 (Ức: ký ức/nhớ lại),[0],連: 記憶に関する / 類: ký ức,vocab
276,様子,ようす,yousu,Dạng Tử,bộ dạng -  tình trạng -  tình hình,Danh từ,様子について詳しく調査する。,Nghiên cứu kỹ lưỡng về bộ dạng.,様 (Dạng: hình dáng/ngài) + 子 (Tử: con cái/đứa trẻ),[0],連: 様子に関する / 類: bộ dạng,vocab
277,雰囲気,ふんいき,fun'iki,Phân Vi Khí,bầu không khí -  phong thái,Danh từ,雰囲気について詳しく調査する。,Nghiên cứu kỹ lưỡng về bầu không khí.,雰 (Phân: bầu không khí) + 囲 (Vi: bao quanh/phạm vi) + 気 (Khí: không khí/tâm trạng/khí chất),[1],連: 雰囲気に関する / 類: bầu không khí,vocab
278,魅力,みりょく,miryoku,Mị Lực,sức hút -  sức hấp dẫn -  quyến rũ -  ma lực,Động từ nhóm 1,状況に合わせて適切に魅力。,Sức hút một cách phù hợp theo tình huống.,魅 (Mị: mê hoặc/quyến rũ) + 力 (Lực: sức lực/khả năng),[1],連: 魅力に関する / 類: sức hút,vocab
279,機嫌,きげん,kigen,Cơ Hiềm,tâm trạng -  thần thái -  sắc mặt,Danh từ,機嫌について詳しく調査する。,Nghiên cứu kỹ lưỡng về tâm trạng.,機 (Cơ: máy móc/cơ hội) + 嫌 (Hiềm: ghét/hiềm khích),[0],連: 機嫌に関する / 類: tâm trạng,vocab
280,関心,かんしん,kanshin,Quan Tâm,quan tâm,Danh từ,関心について詳しく調査する。,Nghiên cứu kỹ lưỡng về quan tâm.,関 (Quan: liên quan/quan hệ/cửa ải) + 心 (Tâm: trái tim/tâm hồn),[1],連: 関心に関する / 類: quan tâm,vocab
281,意欲,いよく,iyoku,Ý Dục,mong muốn -  hứng thú,Danh từ,意欲について詳しく調査する。,Nghiên cứu kỹ lưỡng về mong muốn.,意 (Ý: ý chí/ý nghĩa) + 欲 (Dục: ham muốn/khao khát),[0],連: 意欲に関する / 類: mong muốn,vocab
282,全力,ぜんりょく,zenryoku,Toàn Lực,sung sức -  toàn lực,Danh từ,全力について詳しく調査する。,Nghiên cứu kỹ lưỡng về sung sức.,全 (Toàn: toàn bộ/toàn vẹn) + 力 (Lực: sức lực/khả năng),[1],連: 全力に関する / 類: sung sức,vocab
283,本気,ほんき,honki,Bản Khí,nghiêm túc -  hết sức -  hết minh,Danh từ,本気について詳しく調査する。,Nghiên cứu kỹ lưỡng về nghiêm túc.,本 (Bản: sách/nguồn gốc/gốc rễ) + 気 (Khí: không khí/tâm trạng/khí chất),[0],連: 本気に関する / 類: nghiêm túc,vocab
284,意識,いしき,ishiki,Ý Thức,nhận thức -  để ý đến,Danh từ,意識について詳しく調査する。,Nghiên cứu kỹ lưỡng về nhận thức.,意 (Ý: ý chí/ý nghĩa) + 識 (Thức: tri thức/nhận thức),[0],連: 意識に関する / 類: nhận thức,vocab
285,感激,かんげき,kangeki,Cảm Kích,cảm kích -  xúc động,Danh từ,感激について詳しく調査する。,Nghiên cứu kỹ lưỡng về cảm kích.,感 (Cảm: cảm giác/cảm xúc) + 激 (Kích: kịch liệt/mãnh liệt),[1],連: 感激に関する / 類: cảm kích,vocab
286,同情,どうじょう,doujou,Đồng Tình,đồng cảm -  cảm thương,Danh từ,同情について詳しく調査する。,Nghiên cứu kỹ lưỡng về đồng cảm.,同 (Đồng: cùng nhau/giống nhau) + 情 (Tình: tình cảm/hoàn cảnh),[1],連: 同情に関する / 類: đồng cảm,vocab
287,同意,どうい,doui,Đồng Ý,đồng ý,Tính từ -i,この問題は非常に同意。,Vấn đề này rất đồng ý.,同 (Đồng: cùng nhau/giống nhau) + 意 (Ý: ý chí/ý nghĩa),[0],連: 同意に関する / 類: đồng ý,vocab
288,同感,どうかん,doukan,Đồng Cảm,đồng tình -  cùng ý kiến,Danh từ,同感について詳しく調査する。,Nghiên cứu kỹ lưỡng về đồng tình.,同 (Đồng: cùng nhau/giống nhau) + 感 (Cảm: cảm giác/cảm xúc),[1],連: 同感に関する / 類: đồng tình,vocab
289,対立,たいりつ,tairitsu,Đối Lập,xung đột -  phản đối,Danh từ,対立について詳しく調査する。,Nghiên cứu kỹ lưỡng về xung đột.,対 (Đối: đối diện/đối lập) + 立 (Lập: đứng/thành lập),[1],連: 対立に関する / 類: xung đột,vocab
290,主張,しゅちょう,shuchou,Chủ Trương,chủ trương -  quan điểm,Động từ nhóm 1,状況に合わせて適切に主張。,Chủ trương một cách phù hợp theo tình huống.,主 (Chủ: làm chủ/chủ nhân) + 張 (Trương: căng ra/kéo dài),[1],連: 主張に関する / 類: chủ trương,vocab
291,要求,ようきゅう,youkyuu,Yếu Cầu,yêu cầu,Động từ nhóm 1,状況に合わせて適切に要求。,Yêu cầu một cách phù hợp theo tình huống.,要 (Yếu: quan trọng/cần thiết) + 求 (Cầu: yêu cầu/tìm kiếm),[1],連: 要求に関する / 類: yêu cầu,vocab
292,得,とく,toku,Đắc,lợi ích -  lãi,Danh từ,得について詳しく調査する。,Nghiên cứu kỹ lưỡng về lợi ích.,得 (Đắc: đạt được/đắc lợi),[0],連: 得に関する / 類: lợi ích,vocab
293,損,そん,son,Tổn,lỗ -  tổn thất -  thiệt hại,Danh từ,損について詳しく調査する。,Nghiên cứu kỹ lưỡng về lỗ.,損 (Tổn: tổn thất/thiệt hại),[0],連: 損に関する / 類: lỗ,vocab
294,勝負,しょうぶ,shoubu,Thắng Phụ,cạnh tranh -  trận đầu -  hơn thua,Danh từ,勝負について詳しく調査する。,Nghiên cứu kỹ lưỡng về cạnh tranh.,勝 (Thắng: thắng lợi/vượt trội) + 負 (Phụ: thua cuộc/gánh chịu),[1],連: 勝負に関する / 類: cạnh tranh,vocab
295,勢い,いきおい,ikioi,Thế,mạnh mẽ -  tràn trề -  khí thế,Tính từ -i,この問題は非常に勢い。,Vấn đề này rất mạnh mẽ.,勢 (Thế: thế lực/khí thế),[1],連: 勢いに関する / 類: mạnh mẽ,vocab
296,爆発,ばくはつ,bakuhatsu,Bộc Phát,phát nổ -  bùng nổ,Danh từ,爆発について詳しく調査する。,Nghiên cứu kỹ lưỡng về phát nổ.,爆 (Bộc: bộc phát/nổ tung) + 発 (Phát: phát triển/xuất phát),[1],連: 爆発に関する / 類: phát nổ,vocab
297,災害,さいがい,saigai,Tai Hại,tai họa -  thảm họa,Danh từ,災害について詳しく調査する。,Nghiên cứu kỹ lưỡng về tai họa.,災 (Tai: tai họa/tai nạn) + 害 (Hại: tác hại/thiệt hại),[1],連: 災害に関する / 類: tai họa,vocab
298,天候,てんこう,tenkou,Thiên Hậu,thời tiết -  khí hậu,Danh từ,天候について詳しく調査する。,Nghiên cứu kỹ lưỡng về thời tiết.,天 (Thiên: trời/thiên nhiên) + 候 (Hậu: khí hậu/thời tiết),[1],連: 天候に関する / 類: thời tiết,vocab
299,乾燥,かんそう,kansou,Càn Táo,sự khô khan -  khô hạn,Động từ nhóm 1,状況に合わせて適切に乾燥。,Sự khô khan một cách phù hợp theo tình huống.,乾 (Càn: khô/ráo) + 燥 (Táo: khô ráo/hanh khô),[1],連: 乾燥に関する / 類: sự khô khan,vocab
300,観測,かんそく,kansoku,Quan Trắc,quan sát -  dự đoán -  đo đạc,Động từ nhóm 1,状況に合わせて適切に観測。,Quan sát một cách phù hợp theo tình huống.,観 (Quan: quan sát/quan điểm) + 測 (Trắc: đo lường/trắc lượng),[1],連: 観測に関する / 類: quan sát,vocab
301,遭難,そうなん,sounan,Tao Nan,gặp nạn -  mất phương hướng,Danh từ,遭難について詳しく調査する。,Nghiên cứu kỹ lưỡng về gặp nạn.,遭 (Tao: gặp phải/tao ngộ) + 難 (Nan: khó khăn/gian nan),[1],連: 遭難に関する / 類: gặp nạn,vocab
302,発生,はっせい,hassei,Phát Sinh,phát sinh,Danh từ,発生について詳しく調査する。,Nghiên cứu kỹ lưỡng về phát sinh.,発 (Phát: phát triển/xuất phát) + 生 (Sinh: sinh sống/sinh đẻ/sống),[1],連: 発生に関する / 類: phát sinh,vocab
303,登場,とうじょう,toujou,Đăng Trường,phát hành -  xuất hiện,Danh từ,登場について詳しく調査する。,Nghiên cứu kỹ lưỡng về phát hành.,登 (Đăng: leo lên/đăng nhập) + 場 (Trường: nơi chốn/hội trường),[1],連: 登場に関する / 類: phát hành,vocab
304,回復,かいふく,kaifuku,Hồi Phục,hồi phục,Danh từ,回復について詳しく調査する。,Nghiên cứu kỹ lưỡng về hồi phục.,回 (Hồi: quay lại/vòng quanh) + 復 (Phục: phục hồi/lặp lại),[1],連: 回復に関する / 類: hồi phục,vocab
305,援助,えんじょ,enjo,Viện Trợ,hỗ trợ -  chỉ viện,Danh từ,援助について詳しく調査する。,Nghiên cứu kỹ lưỡng về hỗ trợ.,援 (Viện: giúp đỡ/viện trợ) + 助 (Trợ: giúp đỡ/cứu trợ),[1],連: 援助に関する / 類: hỗ trợ,vocab
306,保険,ほけん,hoken,Bảo Hiểm,bảo hiểm,Danh từ,保険について詳しく調査する。,Nghiên cứu kỹ lưỡng về bảo hiểm.,保 (Bảo: bảo vệ/duy trì) + 険 (Hiểm: hiểm trở/nguy hiểm),[0],連: 保険に関する / 類: bảo hiểm,vocab
307,追加,ついか,tsuika,Truy Gia,bổ sung -  trả thêm,Danh từ,追加について詳しく調査する。,Nghiên cứu kỹ lưỡng về bổ sung.,追 (Truy: đuổi theo/truy lùng) + 加 (Gia: thêm vào/tham gia),[0],連: 追加に関する / 類: bổ sung,vocab
308,応用,おうよう,ouyou,Ứng Dụng,ứng dụng -  áp dụng,Danh từ,応用について詳しく調査する。,Nghiên cứu kỹ lưỡng về ứng dụng.,応 (Ứng: đáp ứng/phản ứng) + 用 (Dụng: sử dụng/công dụng),[1],連: 応用に関する / 類: ứng dụng,vocab
309,解答・回答,かいとう,kaitou,Giải Đáp Hồi Đáp,đáp án -  hồi đáp -  trả lời,Động từ nhóm 1,状況に合わせて適切に解答・回答。,Đáp án một cách phù hợp theo tình huống.,解 (Giải: giải thích/giải tỏa/hiểu) + 答 (Đáp: trả lời/đáp án) + 回 (Hồi: quay lại/vòng quanh) + 答 (Đáp: trả lời/đáp án),[1],連: 解答・回答に関する / 類: đáp án,vocab
310,結論,けつろん,ketsuron,Kết Luận,kết luận,Danh từ,結論について詳しく調査する。,Nghiên cứu kỹ lưỡng về kết luận.,結 (Kết: kết nối/kết quả) + 論 (Luận: bàn luận/lý luận),[1],連: 結論に関する / 類: kết luận,vocab
311,案,あん,an,Án,phương án -  ý tưởng -  đề xuất,Danh từ,案について詳しく調査する。,Nghiên cứu kỹ lưỡng về phương án.,案 (Án: đề案/kế hoạch),[0],連: 案に関する / 類: phương án,vocab
312,集中,しゅうちゅう,shuuchuu,Tập Trung,tập trung,Danh từ,集中について詳しく調査する。,Nghiên cứu kỹ lưỡng về tập trung.,集 (Tập: tập hợp/thu thập) + 中 (Trung: trong/ở giữa),[1],連: 集中に関する / 類: tập trung,vocab
313,区別,くべつ,kubetsu,Khu Biệt,phân biệt,Danh từ,区別について詳しく調査する。,Nghiên cứu kỹ lưỡng về phân biệt.,区 (Khu: khu vực/phân khu) + 別 (Biệt: phân biệt/khác biệt),[0],連: 区別に関する / 類: phân biệt,vocab
314,差別,さべつ,sabetsu,Sai Biệt,khác biệt,Danh từ,差別について詳しく調査する。,Nghiên cứu kỹ lưỡng về khác biệt.,差 (Sai: sai khác/khoảng cách) + 別 (Biệt: phân biệt/khác biệt),[0],連: 差別に関する / 類: khác biệt,vocab
315,中間,ちゅうかん,chuukan,Trung Gian,ở giữa -  trung gian,Danh từ,中間について詳しく調査する。,Nghiên cứu kỹ lưỡng về ở giữa.,中 (Trung: trong/ở giữa) + 間 (Gian: khoảng cách/thế gian/thời gian),[1],連: 中間に関する / 類: ở giữa,vocab
316,逆,ぎゃく,gyaku,Nghịch,ngược lại -  tương phản,Phó từ,逆物事が進んでいる。,Mọi việc đang tiến triển (ngược lại).,逆 (Nghịch: ngược lại/nghịch cảnh),[0],連: 逆に関する / 類: ngược lại,vocab
317,よそ,よそ,yoso,-,nơi khác,Danh từ,よそについて詳しく調査する。,Nghiên cứu kỹ lưỡng về nơi khác.,-,[0],連: よそに関する / 類: nơi khác,vocab
318,外,ほか,hoka,Ngoại,khác -  ngoài ra,Danh từ,外について詳しく調査する。,Nghiên cứu kỹ lưỡng về khác.,外 (Ngoại: bên ngoài/ngoại trừ),[0],連: 外に関する / 類: khác,vocab
319,境,さかい,sakai,Cảnh,biên giới -  ngăn cách,Tính từ -i,この問題は非常に境。,Vấn đề này rất biên giới.,境 (Cảnh: ranh giới/hoàn cảnh),[0],連: 境に関する / 類: biên giới,vocab
320,半ば,なかば,nakaba,Bán,một nửa -  1 phần -  lưng chừng,Danh từ,半ばについて詳しく調査する。,Nghiên cứu kỹ lưỡng về một nửa.,半 (Bán: một nửa/nửa chừng),[0],連: 半ばに関する / 類: một nửa,vocab
321,普段,ふだん,fudan,Phổ Đoạn,thường ngày -  thường xuyên,Phó từ,普段物事が進んでいる。,Mọi việc đang tiến triển (thường ngày).,普 (Phổ: phổ biến/rộng khắp) + 段 (Đoạn: bậc thang/giai đoạn),[0],連: 普段に関する / 類: thường ngày,vocab
322,日常,にちじょう,nichijou,Nhật Thường,ngày thường -  thường nhật,Danh từ,日常について詳しく調査する。,Nghiên cứu kỹ lưỡng về ngày thường.,日 (Nhật: mặt trời/ngày) + 常 (Thường: thường ngày/bình thường),[1],連: 日常に関する / 類: ngày thường,vocab
323,一般,いっぱん,ippan,Nhất Bát,phổ biến -  thông thường,Danh từ,一般について詳しく調査する。,Nghiên cứu kỹ lưỡng về phổ biến.,一 (Nhất: một/nhất thể) + 般 (Bát: chung quy/toàn thể/bình thường),[1],連: 一般に関する / 類: phổ biến,vocab
324,常識,じょうしき,joushiki,Thường Thức,dĩ nhiên -  đương nhiên -  thông thường,Danh từ,常識について詳しく調査する。,Nghiên cứu kỹ lưỡng về dĩ nhiên.,常 (Thường: thường ngày/bình thường) + 識 (Thức: tri thức/nhận thức),[1],連: 常識に関する / 類: dĩ nhiên,vocab
325,ことわざ,ことわざ,kotowaza,-,ca dao tục ngữ,Danh từ,ことわざについて詳しく調査する。,Nghiên cứu kỹ lưỡng về ca dao tục ngữ.,-,[1],連: ことわざに関する / 類: ca dao tục ngữ,vocab
326,権利,けんり,kenri,Quyền Lợi,quyền lợi,Danh từ,権利について詳しく調査する。,Nghiên cứu kỹ lưỡng về quyền lợi.,権 (Quyền: quyền lực/quyền hạn) + 利 (Lợi: lợi ích/tiện lợi),[0],連: 権利に関する / 類: quyền lợi,vocab
327,義務,ぎむ,gimu,Nghĩa Vụ,nghĩa vụ,Động từ nhóm 1,状況に合わせて適切に義務。,Nghĩa vụ một cách phù hợp theo tình huống.,義 (Nghĩa: ý nghĩa/chính nghĩa) + 務 (Vụ: nhiệm vụ/công vụ),[0],連: 義務に関する / 類: nghĩa vụ,vocab
328,きっかけ,きっかけ,kikkake,-,động cơ,Danh từ,きっかけについて詳しく調査する。,Nghiên cứu kỹ lưỡng về động cơ.,-,[1],連: きっかけに関する / 類: động cơ,vocab
329,行動,こうどう,koudou,Hành Động,hành động -  tác phong,Danh từ,行動について詳しく調査する。,Nghiên cứu kỹ lưỡng về hành động.,行 (Hành: đi/tiến hành/hàng lối) + 動 (Động: hoạt động/chuyển động),[1],連: 行動に関する / 類: hành động,vocab
330,使用,しよう,shiyou,Sử Dụng,sử dụng,Danh từ,使用について詳しく調査する。,Nghiên cứu kỹ lưỡng về sử dụng.,使 (Sử: dùng/sử dụng) + 用 (Dụng: sử dụng/công dụng),[0],連: 使用に関する / 類: sử dụng,vocab
331,提出,ていしゅつ,teishutsu,Đề Xuất,nộp lại -  giao nộp,Danh từ,提出について詳しく調査する。,Nghiên cứu kỹ lưỡng về nộp lại.,提 (Đề: đề xuất/nâng lên) + 出 (Xuất: ra ngoài/xuất hiện),[1],連: 提出に関する / 類: nộp lại,vocab
332,期限,きげん,kigen,Kỳ Hạn,thời hạn -  kỳ hạn,Danh từ,期限について詳しく調査する。,Nghiên cứu kỹ lưỡng về thời hạn.,期 (Kỳ: thời kỳ/kỳ hạn) + 限 (Hạn: giới hạn/hạn độ),[0],連: 期限に関する / 類: thời hạn,vocab
333,延期,えんき,enki,Duyên Kỳ,trì hoãn,Danh từ,延期について詳しく調査する。,Nghiên cứu kỹ lưỡng về trì hoãn.,延 (Duyên: kéo dài/trì hoãn) + 期 (Kỳ: thời kỳ/kỳ hạn),[0],連: 延期に関する / 類: trì hoãn,vocab
334,延長,えんちょう,enchou,Duyên Trường,kéo dài -  gia hạn,Động từ nhóm 1,状況に合わせて適切に延長。,Kéo dài một cách phù hợp theo tình huống.,延 (Duyên: kéo dài/trì hoãn) + 長 (Trường: dài/lớn nhất/thủ trưởng),[1],連: 延長に関する / 類: kéo dài,vocab
335,短縮,たんしゅく,tanshuku,Đoản Súc,rút ngắn -  co lại,Động từ nhóm 1,状況に合わせて適切に短縮。,Rút ngắn một cách phù hợp theo tình huống.,短 (Đoản: ngắn/ngắn ngủi) + 縮 (Súc: co lại/rút ngắn),[1],連: 短縮に関する / 類: rút ngắn,vocab
336,映像,えいぞう,eizou,Ánh Tượng,hình ảnh,Danh từ,映像について詳しく調査する。,Nghiên cứu kỹ lưỡng về hình ảnh.,映 (Ánh: phản chiếu/chiếu phim) + 像 (Tượng: hình ảnh/bức tượng),[1],連: 映像に関する / 類: hình ảnh,vocab
337,撮影,さつえい,satsuei,Toát Ảnh,chụp ảnh -  quay phim,Danh từ,撮影について詳しく調査する。,Nghiên cứu kỹ lưỡng về chụp ảnh.,撮 (Toát: chụp ảnh/quay phim) + 影 (Ảnh: cái bóng/ảnh hưởng),[1],連: 撮影に関する / 類: chụp ảnh,vocab
338,背景,はいけい,haikei,Bối Cảnh,bối cảnh -  phông nền -  hậu thuẫn,Danh từ,背景について詳しく調査する。,Nghiên cứu kỹ lưỡng về bối cảnh.,背 (Bối: lưng/phía sau/quay lưng) + 景 (Cảnh: phong cảnh/quang cảnh),[1],連: 背景に関する / 類: bối cảnh,vocab
339,独立,どくりつ,dokuritsu,Độc Lập,độc lập,Danh từ,独立について詳しく調査する。,Nghiên cứu kỹ lưỡng về độc lập.,独 (Độc: độc nhất/cô độc) + 立 (Lập: đứng/thành lập),[1],連: 独立に関する / 類: độc lập,vocab
340,候補,こうほ,kouho,Hậu Bổ,ứng cử -  ứng viên,Danh từ,候補について詳しく調査する。,Nghiên cứu kỹ lưỡng về ứng cử.,候 (Hậu: khí hậu/thời tiết) + 補 (Bổ: bổ sung/bù đắp),[0],連: 候補に関する / 類: ứng cử,vocab
341,支持,しじ,shiji,Chi Trì,chống đỡ -  ủng hộ -  viện trợ,Danh từ,支持について詳しく調査する。,Nghiên cứu kỹ lưỡng về chống đỡ.,支 (Chi: chống đỡ/chi trả) + 持 (Trì: cầm/nắm giữ/duy trì),[0],連: 支持に関する / 類: chống đỡ,vocab
342,投票,とうひょう,touhyou,Đầu Phiếu,bầu cử -  bầu chọn,Động từ nhóm 1,状況に合わせて適切に投票。,Bầu cử một cách phù hợp theo tình huống.,投 (Đầu: ném/đầu tư) + 票 (Phiếu: lá phiếu/vé),[1],連: 投票に関する / 類: bầu cử,vocab
343,当選,とうせん,tousen,Đương Tuyển,trúng cử -  giành được -  đắc cử,Danh từ,当選について詳しく調査する。,Nghiên cứu kỹ lưỡng về trúng cử.,当 (Đương: chính xác/đảm đương) + 選 (Tuyển: lựa chọn/tuyển chọn),[1],連: 当選に関する / 類: trúng cử,vocab
344,抽選,ちゅうせん,chuusen,Trừu Tuyển,rút thăm,Danh từ,抽選について詳しく調査する。,Nghiên cứu kỹ lưỡng về rút thăm.,抽 (Trừu: rút ra/trừu xuất) + 選 (Tuyển: lựa chọn/tuyển chọn),[1],連: 抽選に関する / 類: rút thăm,vocab
345,配布,はいふ,haifu,Phối Bố,phân phát -  cung cấp,Danh từ,配布について詳しく調査する。,Nghiên cứu kỹ lưỡng về phân phát.,配 (Phối: phân phát/phối hợp/lo lắng) + 布 (Bố: vải vóc/phân bố),[0],連: 配布に関する / 類: phân phát,vocab
346,失格,しっかく,shikkaku,Thất Cách,mất tư cách -  mất quyền -  bị loại -  bị đuổi,Động từ nhóm 1,状況に合わせて適切に失格。,Mất tư cách một cách phù hợp theo tình huống.,失 (Thất: mất/thất bại) + 格 (Cách: tư cách/quy chuẩn),[1],連: 失格に関する / 類: mất tư cách,vocab
347,余暇,よか,yoka,Dư Hạ,thời gian rỗi -  giải trí,Danh từ,余暇について詳しく調査する。,Nghiên cứu kỹ lưỡng về thời gian rỗi.,余 (Dư: thừa/dư thừa) + 暇 (Hạ: rảnh rỗi/nhàn rỗi),[0],連: 余暇に関する / 類: thời gian rỗi,vocab
348,行事,ぎょうじ,gyouji,Hành Sự,sự kiện -  lễ hội,Danh từ,行事について詳しく調査する。,Nghiên cứu kỹ lưỡng về sự kiện.,行 (Hành: đi/tiến hành/hàng lối) + 事 (Sự: sự việc/công việc),[1],連: 行事に関する / 類: sự kiện,vocab
349,理想,りそう,risou,Lý Tưởng,lý tưởng,Danh từ,理想について詳しく調査する。,Nghiên cứu kỹ lưỡng về lý tưởng.,理 (Lý: lý do/chân lý/xử lý) + 想 (Tưởng: tưởng tượng/suy tưởng),[0],連: 理想に関する / 類: lý tưởng,vocab
350,現実,げんじつ,genjitsu,Hiện Thực,hiện thực -  thực tế,Danh từ,現実について詳しく調査する。,Nghiên cứu kỹ lưỡng về hiện thực.,現 (Hiện: hiện tại/xuất hiện) + 実 (Thực: sự thật/thực tế/quả),[1],連: 現実に関する / 類: hiện thực,vocab
