stt,term,reading,romaji,han_viet,meaning,type,exam_ja,exam_vi,kanji_breakdown,pitch_accent,synonyms_antonyms,card_type
139,転ぶ,ころぶ,korobu,Chuyển,ngã,Động từ nhóm 1,状況に合わせて適切に転ぶ。,Ngã một cách phù hợp theo tình huống.,転 (Chuyển: chuyển dịch/ngã lăn),[0],連: 転ぶに関する / 類: ngã,vocab
140,つまずく,つまずく,tsumazuku,-,vấp -  sẩy chân -  vướng,Động từ nhóm 1,石につまずく転んでしまった。,Tôi bị vấp hòn đá và ngã.,-,[1],連: つまずくに関する / 類: vấp,vocab
141,ひく,ひく,hiku,-,chèn -  cán qua -  tông phải,Động từ nhóm 1,状況に合わせて適切にひく。,Chèn một cách phù hợp theo tình huống.,-,[0],連: ひくに関する / 類: chèn,vocab
142,おぼれる,おぼれる,oboreru,-,chìm -  đắm -  chết đuổi,Động từ nhóm 2,海でおぼれるそうになった。,Tôi suýt bị chìm ở biển.,-,[1],連: おぼれるに関する / 類: chìm,vocab
143,痛む,いたむ,itamu,Thống,đau,Động từ nhóm 1,状況に合わせて適切に痛む。,Đau một cách phù hợp theo tình huống.,痛 (Thống: đau đớn/thống khổ),[0],連: 痛むに関する / 類: đau,vocab
144,かかる,かかる,kakaru,-,mắc bệnh -  lây bệnh,Động từ nhóm 1,状況に合わせて適切にかかる。,Mắc bệnh một cách phù hợp theo tình huống.,-,[0],連: かかるに関する / 類: mắc bệnh,vocab
145,酔う,よう,you,Túy,say,Động từ nhóm 1,状況に合わせて適切に酔う。,Say một cách phù hợp theo tình huống.,酔 (Túy: say xỉn/say mê),[0],連: 酔うに関する / 類: say,vocab
146,吐く,はく,haku,Thổ,nôn -  ói,Động từ nhóm 1,状況に合わせて適切に吐く。,Nôn một cách phù hợp theo tình huống.,吐 (Thổ: nôn/nhổ ra),[0],連: 吐くに関する / 類: nôn,vocab
147,診る,みる,miru,Chẩn,chuẩn đoán -  khám,Động từ nhóm 2,状況に合わせて適切に診る。,Chuẩn đoán một cách phù hợp theo tình huống.,診 (Chẩn: khám bệnh/chẩn đoán),[0],連: 診るに関する / 類: chuẩn đoán,vocab
148,見舞う,みまう,mimau,Kiến Vũ,đi thăm bệnh -  hứng chịu -  ập đến,Động từ nhóm 1,状況に合わせて適切に見舞う。,Đi thăm bệnh một cách phù hợp theo tình huống.,見 (Kiến: nhìn/quan sát/gặp) + 舞 (Vũ: nhảy múa/vũ đài),[0],連: 見舞うに関する / 類: đi thăm bệnh,vocab
149,勤める,つとめる,tsutomeru,Cần,làm việc,Động từ nhóm 2,状況に合わせて適切に勤める。,Làm việc một cách phù hợp theo tình huống.,勤 (Cần: cần cù/đi làm),[1],連: 勤めるに関する / 類: làm việc,vocab
150,稼ぐ,かせぐ,kasegu,Giá,kiếm tiền -  câu giờ,Động từ nhóm 1,状況に合わせて適切に稼ぐ。,Kiếm tiền một cách phù hợp theo tình huống.,稼 (Giá: kiếm tiền/làm việc),[0],連: 稼ぐに関する / 類: kiếm tiền,vocab
151,支払う,しはらう,shiharau,Chi Phất,trả tiền -  thanh toán,Động từ nhóm 1,状況に合わせて適切に支払う。,Trả tiền một cách phù hợp theo tình huống.,支 (Chi: chống đỡ/chi trả) + 払 (Phất: trả tiền/quét sạch),[1],連: 支払うに関する / 類: trả tiền,vocab
152,受け取る,うけとる,uketoru,Thụ Thủ,nhận,Động từ nhóm 1,状況に合わせて適切に受け取る。,Nhận một cách phù hợp theo tình huống.,受 (Thụ: nhận/tiếp nhận) + 取 (Thủ: lấy/cầm lấy),[1],連: 受け取るに関する / 類: nhận,vocab
153,払い込む,はらいこむ,haraikomu,Phất Nhập,đóng -  nộp -  thanh toán,Động từ nhóm 1,状況に合わせて適切に払い込む。,Đóng một cách phù hợp theo tình huống.,払 (Phất: trả tiền/quét sạch) + 込 (Nhập: dồn vào/nạp vào),[1],連: 払い込むに関する / 類: đóng,vocab
154,払い戻す,はらいもどす,haraimodosu,Phất Lệ,trả lại -  hoàn trả,Động từ nhóm 1,状況に合わせて適切に払い戻す。,Trả lại một cách phù hợp theo tình huống.,払 (Phất: trả tiền/quét sạch) + 戻 (Lệ: quay lại/hoàn trả),[1],連: 払い戻すに関する / 類: trả lại,vocab
155,引き出す,ひきだす,hikidasu,Dẫn Xuất,rút ra -  tìm ra -  kéo dài,Động từ nhóm 1,状況に合わせて適切に引き出す。,Rút ra một cách phù hợp theo tình huống.,引 (Dẫn: kéo/dẫn dắt) + 出 (Xuất: ra ngoài/xuất hiện),[1],連: 引き出すに関する / 類: rút ra,vocab
156,もうかる,もうかる,moukaru,-,có lợi nhuận -  sinh lời,Động từ nhóm 1,商売が順調でかなりもうかる。,Kinh doanh thuận lợi nên có lợi nhuận khá nhiều.,-,[1],連: もうかるに関する / 類: có lợi nhuận,vocab
157,もうける,もうける,moukeru,-,kiếm lợi -  có con,Động từ nhóm 2,状況に合わせて適切にもうける。,Kiếm lợi một cách phù hợp theo tình huống.,-,[1],連: もうけるに関する / 類: kiếm lợi,vocab
158,落ち込む,おちこむ,ochikomu,Lạc Nhập,thất vọng -  suy sụp,Động từ nhóm 1,状況に合わせて適切に落ち込む。,Thất vọng một cách phù hợp theo tình huống.,落 (Lạc: rơi xuống/rụng) + 込 (Nhập: dồn vào/nạp vào),[1],連: 落ち込むに関する / 類: thất vọng,vocab
159,売れる,うれる,ureru,Mại,bán chạy,Động từ nhóm 2,状況に合わせて適切に売れる。,Bán chạy một cách phù hợp theo tình huống.,売 (Mại: bán hàng),[0],連: 売れるに関する / 類: bán chạy,vocab
160,売り切れる,うりきれる,urikireru,Mại Thiết,bán sạch,Động từ nhóm 2,状況に合わせて適切に売り切れる。,Bán sạch một cách phù hợp theo tình huống.,売 (Mại: bán hàng) + 切 (Thiết: cắt/sát sườn),[1],連: 売り切れるに関する / 類: bán sạch,vocab
161,くっ付く,くっつく,kuttsuku,Phó,bám chặt -  dính chặt -  quân quýt,Động từ nhóm 1,状況に合わせて適切にくっ付く。,Bám chặt một cách phù hợp theo tình huống.,付 (Phó: gắn/dính/kèm),[1],連: くっ付くに関する / 類: bám chặt,vocab
162,くっ付ける,くっつける,kuttsukeru,Phó,dính vào -  gắn lại,Động từ nhóm 2,状況に合わせて適切にくっ付ける。,Dính vào một cách phù hợp theo tình huống.,付 (Phó: gắn/dính/kèm),[1],連: くっ付けるに関する / 類: dính vào,vocab
163,固まる,かたまる,katamaru,Cố,cứng lại -  nắm vững -  đông lai,Động từ nhóm 1,状況に合わせて適切に固まる。,Cứng lại một cách phù hợp theo tình huống.,固 (Cố: cố định/kiên cố),[1],連: 固まるに関する / 類: cứng lại,vocab
164,固める,かためる,katameru,Cố,làm đông cứng -  củng cố,Động từ nhóm 2,状況に合わせて適切に固める。,Làm đông cứng một cách phù hợp theo tình huống.,固 (Cố: cố định/kiên cố),[1],連: 固めるに関する / 類: làm đông cứng,vocab
165,縮む,ちぢむ,chijimu,Súc,ngắn lại -  co lại,Động từ nhóm 1,状況に合わせて適切に縮む。,Ngắn lại một cách phù hợp theo tình huống.,縮 (Súc: co lại/rút ngắn),[0],連: 縮むに関する / 類: ngắn lại,vocab
166,縮まる,ちぢまる,chijimaru,Súc,rút ngắn -  giảm bớt -  thu gọn,Động từ nhóm 1,状況に合わせて適切に縮まる。,Rút ngắn một cách phù hợp theo tình huống.,縮 (Súc: co lại/rút ngắn),[1],連: 縮まるに関する / 類: rút ngắn,vocab
167,縮める,ちぢめる,chijimeru,Súc,thu gọn -  nén lại -  rút ngắn,Động từ nhóm 2,状況に合わせて適切に縮める。,Thu gọn một cách phù hợp theo tình huống.,縮 (Súc: co lại/rút ngắn),[1],連: 縮めるに関する / 類: thu gọn,vocab
168,沈む,しずむ,shizumu,Trầm,chìm -  lặn -  bị nhấn xuống,Động từ nhóm 1,状況に合わせて適切に沈む。,Chìm một cách phù hợp theo tình huống.,沈 (Trầm: chìm xuống/trầm lặng),[0],連: 沈むに関する / 類: chìm,vocab
169,沈める,しずめる,shizumeru,Trầm,chìm -  lặn,Động từ nhóm 2,状況に合わせて適切に沈める。,Chìm một cách phù hợp theo tình huống.,沈 (Trầm: chìm xuống/trầm lặng),[1],連: 沈めるに関する / 類: chìm,vocab
170,下がる,さがる,sagaru,Hạ,hạ xuống -  lùi về -  giảm,Động từ nhóm 1,状況に合わせて適切に下がる。,Hạ xuống một cách phù hợp theo tình huống.,下 (Hạ: dưới/xuống),[0],連: 下がるに関する / 類: hạ xuống,vocab
