stt,term,reading,romaji,han_viet,meaning,type,exam_ja,exam_vi,kanji_breakdown,pitch_accent,synonyms_antonyms,card_type
380,縮み上がる,ちぢみあがる,chijimiagaru,Súc Thượng,Co rúm lại; sợ hãi; khúm núm,Động từ nhóm 1,状況に合わせて適切に縮み上がる。,Co rúm lại một cách phù hợp theo tình huống.,縮 (Súc: co lại/rút ngắn) + 上 (Thượng: trên/lên),[1],連: 縮み上がるに関する / 類: Co rúm lại; sợ hãi; khúm núm,vocab
381,干上がる,ひあがる,hiagaru,Can Thượng,khô nẻ -  khô cằn,Động từ nhóm 1,状況に合わせて適切に干上がる。,Khô nẻ một cách phù hợp theo tình huống.,干 (Can: khô/phơi khô) + 上 (Thượng: trên/lên),[1],連: 干上がるに関する / 類: khô nẻ,vocab
382,でき上がる,できあがる,dekiagaru,Thượng,Hoàn tất -  nấu xong,Động từ nhóm 1,状況に合わせて適切にでき上がる。,Hoàn tất một cách phù hợp theo tình huống.,上 (Thượng: trên/lên),[1],連: でき上がるに関する / 類: Hoàn tất,vocab
383,持ち上げる,もちあげる,mochiageru,Trì Thượng,nhấc lên -  nâng -  dựng đứng - ,Động từ nhóm 1,状況に合わせて適切に持ち上げる。,Nhấc lên một cách phù hợp theo tình huống.,持 (Trì: cầm/nắm giữ/duy trì) + 上 (Thượng: trên/lên),[1],連: 持ち上げるに関する / 類: nhấc lên,vocab
384,見上げる,みあげる,miageru,Kiến Thượng,ngước lên -  ngưỡng mộ,Động từ nhóm 1,状況に合わせて適切に見上げる。,Ngước lên một cách phù hợp theo tình huống.,見 (Kiến: nhìn/quan sát/gặp) + 上 (Thượng: trên/lên),[1],連: 見上げるに関する / 類: ngước lên,vocab
385,積み上げる,つみあげる,tsumiageru,Tích Thượng,vun lên -  chất lên -  tích lũy,Động từ nhóm 1,状況に合わせて適切に積み上げる。,Vun lên một cách phù hợp theo tình huống.,積 (Tích: tích lũy/chất đống) + 上 (Thượng: trên/lên),[1],連: 積み上げるに関する / 類: vun lên,vocab
386,打ち上げる,うちあげる,uchiageru,Đả Thượng,báo cáo; phóng; bắn lên,Động từ nhóm 1,状況に合わせて適切に打ち上げる。,Báo cáo một cách phù hợp theo tình huống.,打 (Đả: đánh/đập) + 上 (Thượng: trên/lên),[1],連: 打ち上げるに関する / 類: báo cáo; phóng; bắn lên,vocab
387,立ち上げる,たちあげる,tachiageru,Lập Thượng,khởi động -  thành lập -  bắt đầu,Động từ nhóm 1,状況に合わせて適切に立ち上げる。,Khởi động một cách phù hợp theo tình huống.,立 (Lập: đứng/thành lập) + 上 (Thượng: trên/lên),[1],連: 立ち上げるに関する / 類: khởi động,vocab
388,切り上げる,きりあげる,kiriageru,Thiết Thượng,làm tròn lên -  kết thúc -  cắt,Động từ nhóm 1,状況に合わせて適切に切り上げる。,Làm tròn lên một cách phù hợp theo tình huống.,切 (Thiết: cắt/sát sườn) + 上 (Thượng: trên/lên),[1],連: 切り上げるに関する / 類: làm tròn lên,vocab
389,繰り上げる,くりあげる,kuriageru,Sào Thượng,sớm hơn (lịch trình) -  thăng tiến,Động từ nhóm 1,状況に合わせて適切に繰り上げる。,Sớm hơn (lịch trình) một cách phù hợp theo tình huống.,繰 (Sào: kéo sợi/lặp lại) + 上 (Thượng: trên/lên),[1],連: 繰り上げるに関する / 類: sớm hơn (lịch trình),vocab
390,磨き上げる,みがきあげる,migakiageru,Ma Thượng,đánh bóng -  mài giũa,Động từ nhóm 1,状況に合わせて適切に磨き上げる。,Đánh bóng một cách phù hợp theo tình huống.,磨 (Ma: mài giũa/đánh răng) + 上 (Thượng: trên/lên),[1],連: 磨き上げるに関する / 類: đánh bóng,vocab
391,鍛え上げる,きたえあげる,kitaeageru,Đoán Thượng,dạy dỗ -  rèn luyện,Động từ nhóm 1,状況に合わせて適切に鍛え上げる。,Dạy dỗ một cách phù hợp theo tình huống.,鍛 (Đoán: rèn luyện/rèn sắt) + 上 (Thượng: trên/lên),[1],連: 鍛え上げるに関する / 類: dạy dỗ,vocab
392,書き上げる,かきあげる,kakiageru,Thư Thượng,Viết xong -  hoàn thành,Động từ nhóm 1,状況に合わせて適切に書き上げる。,Viết xong một cách phù hợp theo tình huống.,書 (Thư: viết/sách vở) + 上 (Thượng: trên/lên),[1],連: 書き上げるに関する / 類: Viết xong,vocab
393,育て上げる,そだてあげる,sodateageru,Dục Thượng,Nuôi lớn,Động từ nhóm 1,状況に合わせて適切に育て上げる。,Nuôi lớn một cách phù hợp theo tình huống.,育 (Dục: nuôi dưỡng/giáo dục) + 上 (Thượng: trên/lên),[1],連: 育て上げるに関する / 類: Nuôi lớn,vocab
394,読み上げる,よみあげる,yomiageru,Độc Thượng,Đọc to -  đọc ra,Động từ nhóm 1,状況に合わせて適切に読み上げる。,Đọc to một cách phù hợp theo tình huống.,読 (Độc: đọc sách) + 上 (Thượng: trên/lên),[1],連: 読み上げるに関する / 類: Đọc to,vocab
395,数え上げる,かぞえあげる,kazoeageru,Số Thượng,Nêu lên -  liệt kê -  đếm,Động từ nhóm 1,状況に合わせて適切に数え上げる。,Nêu lên một cách phù hợp theo tình huống.,数 (Số: con số/đếm) + 上 (Thượng: trên/lên),[1],連: 数え上げるに関する / 類: Nêu lên,vocab
396,投げ出す,なげだす,nagedasu,Đầu Xuất,ngồi vắt chéo chân -  từ bỏ,Động từ nhóm 1,状況に合わせて適切に投げ出す。,Ngồi vắt chéo chân một cách phù hợp theo tình huống.,投 (Đầu: ném/đầu tư) + 出 (Xuất: ra ngoài/xuất hiện),[1],連: 投げ出すに関する / 類: ngồi vắt chéo chân,vocab
397,持ち出す,もちだす,mochidasu,Trì Xuất,mang ra ngoài -  cầm đi,Động từ nhóm 1,状況に合わせて適切に持ち出す。,Mang ra ngoài một cách phù hợp theo tình huống.,持 (Trì: cầm/nắm giữ/duy trì) + 出 (Xuất: ra ngoài/xuất hiện),[1],連: 持ち出すに関する / 類: mang ra ngoài,vocab
398,追い出す,おいだす,oidasu,Truy Xuất,đuổi đi -  tống cổ,Động từ nhóm 1,状況に合わせて適切に追い出す。,Đuổi đi một cách phù hợp theo tình huống.,追 (Truy: đuổi theo/truy lùng) + 出 (Xuất: ra ngoài/xuất hiện),[1],連: 追い出すに関する / 類: đuổi đi,vocab
399,放り出す,ほうりだす,houridasu,Phóng Xuất,quảng đi -  phóng ra -  bỏ cuộc,Động từ nhóm 1,状況に合わせて適切に放り出す。,Quảng đi một cách phù hợp theo tình huống.,放 (Phóng: thả ra/phát sóng) + 出 (Xuất: ra ngoài/xuất hiện),[1],連: 放り出すに関する / 類: quảng đi,vocab
400,貸し出す,かしだす,kashidasu,Thải Xuất,cho vay; cho mượn,Động từ nhóm 1,状況に合わせて適切に貸し出す。,Cho vay một cách phù hợp theo tình huống.,貸 (Thải: cho vay/cho mượn) + 出 (Xuất: ra ngoài/xuất hiện),[1],連: 貸し出すに関する / 類: cho vay; cho mượn,vocab
401,聞き出す,ききだす,kikidasu,Văn Xuất,lắng nghe -  chất vấn,Động từ nhóm 1,状況に合わせて適切に聞き出す。,Lắng nghe một cách phù hợp theo tình huống.,聞 (Văn: nghe thấy/hỏi) + 出 (Xuất: ra ngoài/xuất hiện),[1],連: 聞き出すに関する / 類: lắng nghe,vocab
402,連れ出す,つれだす,tsuredasu,Liên Xuất,dẫn ra ngoài,Động từ nhóm 1,状況に合わせて適切に連れ出す。,Dẫn ra ngoài một cách phù hợp theo tình huống.,連 (Liên: kết nối/liên lạc/dẫn theo) + 出 (Xuất: ra ngoài/xuất hiện),[1],連: 連れ出すに関する / 類: dẫn ra ngoài,vocab
403,引っ張り出す,ひっぱりだす,hipparidasu,Dẫn Trương Xuất,lôi ra -  đem ra -  kéo ra ngoài,Động từ nhóm 1,状況に合わせて適切に引っ張り出す。,Lôi ra một cách phù hợp theo tình huống.,引 (Dẫn: kéo/dẫn dắt) + 張 (Trương: căng ra/kéo dài) + 出 (Xuất: ra ngoài/xuất hiện),[1],連: 引っ張り出すに関する / 類: lôi ra,vocab
404,逃げ出す,にげだす,nigedasu,Đào Xuất,chạy trốn -  thoát ra ngoài,Động từ nhóm 1,状況に合わせて適切に逃げ出す。,Chạy trốn một cách phù hợp theo tình huống.,逃 (Đào: chạy trốn/trốn tránh) + 出 (Xuất: ra ngoài/xuất hiện),[1],連: 逃げ出すに関する / 類: chạy trốn,vocab
405,飛び出す,とびだす,tobidasu,Phi Xuất,phóng ra -  bỏ nhà đi,Động từ nhóm 1,状況に合わせて適切に飛び出す。,Phóng ra một cách phù hợp theo tình huống.,飛 (Phi: bay lượn/phi hành) + 出 (Xuất: ra ngoài/xuất hiện),[1],連: 飛び出すに関する / 類: phóng ra,vocab
406,見つけ出す,みつけだす,mitsukedasu,Kiến Xuất,tìm thấy -  tìm ra,Động từ nhóm 1,状況に合わせて適切に見つけ出す。,Tìm thấy một cách phù hợp theo tình huống.,見 (Kiến: nhìn/quan sát/gặp) + 出 (Xuất: ra ngoài/xuất hiện),[1],連: 見つけ出すに関する / 類: tìm thấy,vocab
407,探し出す,さがしだす,sagashidasu,Thám Xuất,tìm thấy được,Động từ nhóm 1,状況に合わせて適切に探し出す。,Tìm thấy được một cách phù hợp theo tình huống.,探 (Thám: tìm kiếm/thám hiểm) + 出 (Xuất: ra ngoài/xuất hiện),[1],連: 探し出すに関する / 類: tìm thấy được,vocab
408,書き出す,かきだす,kakidasu,Thư Xuất,viết ra,Động từ nhóm 1,状況に合わせて適切に書き出す。,Viết ra một cách phù hợp theo tình huống.,書 (Thư: viết/sách vở) + 出 (Xuất: ra ngoài/xuất hiện),[1],連: 書き出すに関する / 類: viết ra,vocab
409,飛び込む,とびこむ,tobikomu,Phi Nhập,nhảy vào -  lao vào,Động từ nhóm 1,状況に合わせて適切に飛び込む。,Nhảy vào một cách phù hợp theo tình huống.,飛 (Phi: bay lượn/phi hành) + 込 (Nhập: dồn vào/nạp vào),[1],連: 飛び込むに関する / 類: nhảy vào,vocab
410,駆け込む,かけこむ,kakekomu,Khu Nhập,đâm sầm vào -  vội vã chạy,Động từ nhóm 1,状況に合わせて適切に駆け込む。,Đâm sầm vào một cách phù hợp theo tình huống.,駆 (Khu: chạy nhanh/đuổi theo) + 込 (Nhập: dồn vào/nạp vào),[1],連: 駆け込むに関する / 類: đâm sầm vào,vocab
411,割り込む,わりこむ,warikomu,Cát Nhập,chen vào; xen ngang,Động từ nhóm 1,状況に合わせて適切に割り込む。,Chen vào một cách phù hợp theo tình huống.,割 (Cát: chia/vỡ/tỷ lệ) + 込 (Nhập: dồn vào/nạp vào),[1],連: 割り込むに関する / 類: chen vào; xen ngang,vocab
412,差し込む,さしこむ,sashikomu,Sai Nhập,cắm vào ( điện -  chìa khóa...) -  chiếu vào,Động từ nhóm 1,状況に合わせて適切に差し込む。,Cắm vào ( điện một cách phù hợp theo tình huống.,差 (Sai: sai khác/khoảng cách) + 込 (Nhập: dồn vào/nạp vào),[1],連: 差し込むに関する / 類: cắm vào ( điện,vocab
413,染み込む,しみこむ,shimikomu,Nhiễm Nhập,ngấm gia vị -  thấm vào,Động từ nhóm 1,状況に合わせて適切に染み込む。,Ngấm gia vị một cách phù hợp theo tình huống.,染 (Nhiễm: nhiễm/nhuộm màu) + 込 (Nhập: dồn vào/nạp vào),[1],連: 染み込むに関する / 類: ngấm gia vị,vocab
414,引っ込む,ひっこむ,hikkomu,Dẫn Nhập,lui vào -  co lại -  quy ân giang hồ,Động từ nhóm 1,状況に合わせて適切に引っ込む。,Lui vào một cách phù hợp theo tình huống.,引 (Dẫn: kéo/dẫn dắt) + 込 (Nhập: dồn vào/nạp vào),[1],連: 引っ込むに関する / 類: lui vào,vocab
415,詰め込む,つめこむ,tsumekomu,Cật Nhập,nhét vào -  tống vào,Động từ nhóm 1,状況に合わせて適切に詰め込む。,Nhét vào một cách phù hợp theo tình huống.,詰 (Cật: nhồi nhét/chất vấn) + 込 (Nhập: dồn vào/nạp vào),[1],連: 詰め込むに関する / 類: nhét vào,vocab
416,飲み込む,のみこむ,nomikomu,Ẩm Nhập,nuốt vào -  hiểu rõ,Động từ nhóm 1,状況に合わせて適切に飲み込む。,Nuốt vào một cách phù hợp theo tình huống.,飲 (Ẩm: uống nước) + 込 (Nhập: dồn vào/nạp vào),[1],連: 飲み込むに関する / 類: nuốt vào,vocab
417,運び込む,はこびこむ,hakobikomu,Vận Nhập,mang vào -  bê vào,Động từ nhóm 1,状況に合わせて適切に運び込む。,Mang vào một cách phù hợp theo tình huống.,運 (Vận: vận may/vận chuyển/vận động) + 込 (Nhập: dồn vào/nạp vào),[1],連: 運び込むに関する / 類: mang vào,vocab
418,打ち込む,うちこむ,uchikomu,Đả Nhập,đóng (đỉnh) -  cống hiến -  nhập ( dữ liệu ),Động từ nhóm 1,状況に合わせて適切に打ち込む。,Đóng (đỉnh) một cách phù hợp theo tình huống.,打 (Đả: đánh/đập) + 込 (Nhập: dồn vào/nạp vào),[1],連: 打ち込むに関する / 類: đóng (đỉnh),vocab
419,注ぎ込む,そそぎこむ,sosogikomu,Chú Nhập,dồn hết vào -  đổ vào,Động từ nhóm 1,状況に合わせて適切に注ぎ込む。,Dồn hết vào một cách phù hợp theo tình huống.,注 (Chú: chú ý/rót vào) + 込 (Nhập: dồn vào/nạp vào),[1],連: 注ぎ込むに関する / 類: dồn hết vào,vocab
420,引き込む,ひきこむ,hikikomu,Dẫn Nhập,lôi kéo vào -  dẫn vào,Động từ nhóm 1,状況に合わせて適切に引き込む。,Lôi kéo vào một cách phù hợp theo tình huống.,引 (Dẫn: kéo/dẫn dắt) + 込 (Nhập: dồn vào/nạp vào),[1],連: 引き込むに関する / 類: lôi kéo vào,vocab
421,書き込む,かきこむ,kakikomu,Thư Nhập,ghi vào -  viết vào -  đăng tải,Động từ nhóm 1,状況に合わせて適切に書き込む。,Ghi vào một cách phù hợp theo tình huống.,書 (Thư: viết/sách vở) + 込 (Nhập: dồn vào/nạp vào),[1],連: 書き込むに関する / 類: ghi vào,vocab
422,巻き込む,まきこむ,makikomu,Quyển Nhập,cuộn vào -  lôi kéo,Động từ nhóm 1,状況に合わせて適切に巻き込む。,Cuộn vào một cách phù hợp theo tình huống.,巻 (Quyển: cuộn lại/tập sách) + 込 (Nhập: dồn vào/nạp vào),[1],連: 巻き込むに関する / 類: cuộn vào,vocab
423,追い込む,おいこむ,oikomu,Truy Nhập,lùa -  dồn vào,Động từ nhóm 1,状況に合わせて適切に追い込む。,Lùa một cách phù hợp theo tình huống.,追 (Truy: đuổi theo/truy lùng) + 込 (Nhập: dồn vào/nạp vào),[1],連: 追い込むに関する / 類: lùa,vocab
424,呼び込む,よびこむ,yobikomu,Hô Nhập,mời gọi -  lôi kéo -  thu hút -  đem lại,Động từ nhóm 1,状況に合わせて適切に呼び込む。,Mời gọi một cách phù hợp theo tình huống.,呼 (Hô: gọi/kêu lên) + 込 (Nhập: dồn vào/nạp vào),[1],連: 呼び込むに関する / 類: mời gọi,vocab
425,座り込む,すわりこむ,suwarikomu,Tọa Nhập,ngồi lì -  ngồi bệt xuống,Động từ nhóm 1,状況に合わせて適切に座り込む。,Ngồi lì một cách phù hợp theo tình huống.,座 (Tọa: chỗ ngồi/tọa lạc) + 込 (Nhập: dồn vào/nạp vào),[1],連: 座り込むに関する / 類: ngồi lì,vocab
426,寝込む,ねこむ,nekomu,Tẩm Nhập,hôn mê -  nằm liệt giường,Động từ nhóm 1,状況に合わせて適切に寝込む。,Hôn mê một cách phù hợp theo tình huống.,寝 (Tẩm: ngủ/nghỉ ngơi) + 込 (Nhập: dồn vào/nạp vào),[0],連: 寝込むに関する / 類: hôn mê,vocab
427,話し込む,はなしこむ,hanashikomu,Thoại Nhập,Say sưa trò chuyện -  nhập tâm,Động từ nhóm 1,状況に合わせて適切に話し込む。,Say sưa trò chuyện một cách phù hợp theo tình huống.,話 (Thoại: nói chuyện/câu chuyện) + 込 (Nhập: dồn vào/nạp vào),[1],連: 話し込むに関する / 類: Say sưa trò chuyện,vocab
428,黙り込む,だまりこむ,damarikomu,Mặc Nhập,chìm vào yên lặng -  giữ im lặng,Động từ nhóm 1,状況に合わせて適切に黙り込む。,Chìm vào yên lặng một cách phù hợp theo tình huống.,黙 (Mặc: im lặng/trầm mặc) + 込 (Nhập: dồn vào/nạp vào),[1],連: 黙り込むに関する / 類: chìm vào yên lặng,vocab
429,泊まり込む,とまりこむ,tomarikomu,Bạc Nhập,trọ lại -  ở lại,Động từ nhóm 1,状況に合わせて適切に泊まり込む。,Trọ lại một cách phù hợp theo tình huống.,泊 (Bạc: nghỉ trọ/ở lại) + 込 (Nhập: dồn vào/nạp vào),[1],連: 泊まり込むに関する / 類: trọ lại,vocab
430,住み込む,すみこむ,sumikomu,Trú Nhập,Ở nhờ -  ăn nhờ ở đậu,Động từ nhóm 1,状況に合わせて適切に住み込む。,Ở nhờ một cách phù hợp theo tình huống.,住 (Trú: sinh sống/trú ngụ) + 込 (Nhập: dồn vào/nạp vào),[1],連: 住み込むに関する / 類: Ở nhờ,vocab
431,煮込む,にこむ,nikomu,Chử Nhập,nấu nhừ -  ninh kỹ,Động từ nhóm 1,状況に合わせて適切に煮込む。,Nấu nhừ một cách phù hợp theo tình huống.,煮 (Chử: nấu/hầm) + 込 (Nhập: dồn vào/nạp vào),[0],連: 煮込むに関する / 類: nấu nhừ,vocab
432,売り込む,うりこむ,urikomu,Mại Nhập,chào hàng -  tiếp thị sản phẩm,Động từ nhóm 1,状況に合わせて適切に売り込む。,Chào hàng một cách phù hợp theo tình huống.,売 (Mại: bán hàng) + 込 (Nhập: dồn vào/nạp vào),[1],連: 売り込むに関する / 類: chào hàng,vocab
433,頼み込む,たのみこむ,tanomikomu,Lại Nhập,năn nỉ -  nhờ vả,Động từ nhóm 1,状況に合わせて適切に頼み込む。,Năn nỉ một cách phù hợp theo tình huống.,頼 (Lại: nhờ cậy/tin cậy) + 込 (Nhập: dồn vào/nạp vào),[1],連: 頼み込むに関する / 類: năn nỉ,vocab
434,教え込む,おしえこむ,oshiekomu,Giáo Nhập,dạy dỗ -  huấn luyện,Động từ nhóm 1,状況に合わせて適切に教え込む。,Dạy dỗ một cách phù hợp theo tình huống.,教 (Giáo: dạy học/tôn giáo) + 込 (Nhập: dồn vào/nạp vào),[1],連: 教え込むに関する / 類: dạy dỗ,vocab
435,話し合う,はなしあう,hanashiau,Thoại Hợp,trò chuyện -  nói chuyện,Động từ nhóm 1,状況に合わせて適切に話し合う。,Trò chuyện một cách phù hợp theo tình huống.,話 (Thoại: nói chuyện/câu chuyện) + 合 (Hợp: thích hợp/gặp gỡ),[1],連: 話し合うに関する / 類: trò chuyện,vocab
