stt,term,reading,romaji,han_viet,meaning,type,exam_ja,exam_vi,kanji_breakdown,pitch_accent,synonyms_antonyms,card_type
461,アンテナ,あんてな,antena,-,ăng ten -  nghe ngóng,Tính từ -na,アンテナな態度で対応する。,Ứng phó bằng một thái độ ăng ten.,-,[1],連: アンテナに関する / 類: ăng ten,vocab
462,イヤホン,いやほん,iyahon,-,tai nghe,Danh từ,イヤホンについて詳しく調査する。,Nghiên cứu kỹ lưỡng về tai nghe.,-,[1],連: イヤホンに関する / 類: tai nghe,vocab
463,サイレン,さいれん,sairen,-,tiếng chuông (chuông tan ca -  chuông báo cháy),Danh từ,サイレンについて詳しく調査する。,Nghiên cứu kỹ lưỡng về tiếng chuông (chuông tan ca.,-,[1],連: サイレンに関する / 類: tiếng chuông (chuông tan ca,vocab
464,コード,こーど,koodo,-,dây (điện) -  mã số,Danh từ,コードについて詳しく調査する。,Nghiên cứu kỹ lưỡng về dây (điện).,-,[0],連: コードに関する / 類: dây (điện),vocab
465,モニター,もにたー,monitaa,-,màn hình -  khảo sát,Danh từ,モニターについて詳しく調査する。,Nghiên cứu kỹ lưỡng về màn hình.,-,[1],連: モニターに関する / 類: màn hình,vocab
466,メーター,めーたー,meetaa,-,đồng hồ đo,Danh từ,メーターについて詳しく調査する。,Nghiên cứu kỹ lưỡng về đồng hồ đo.,-,[1],連: メーターに関する / 類: đồng hồ đo,vocab
467,ペア,ぺあ,pea,-,một cặp -  ghép đôi,Danh từ,ペアについて詳しく調査する。,Nghiên cứu kỹ lưỡng về một cặp.,-,[0],連: ペアに関する / 類: một cặp,vocab
468,リズム,りずむ,rizumu,-,giai điệu -  nhịp,Động từ nhóm 1,状況に合わせて適切にリズム。,Giai điệu một cách phù hợp theo tình huống.,-,[0],連: リズムに関する / 類: giai điệu,vocab
469,アクセント,あくせんと,akusento,-,trọng âm -  điểm nhấn,Danh từ,アクセントについて詳しく調査する。,Nghiên cứu kỹ lưỡng về trọng âm.,-,[1],連: アクセントに関する / 類: trọng âm,vocab
470,アルファベット,あるふぁべっと,arufabetto,-,bảng chữ cái,Danh từ,アルファベットについて詳しく調査する。,Nghiên cứu kỹ lưỡng về bảng chữ cái.,-,[1],連: アルファベットに関する / 類: bảng chữ cái,vocab
471,アドレス,あどれす,adoresu,-,địa chỉ,Danh từ,アドレスについて詳しく調査する。,Nghiên cứu kỹ lưỡng về địa chỉ.,-,[1],連: アドレスに関する / 類: địa chỉ,vocab
472,メモ,めも,memo,-,ghi chú,Danh từ,メモについて詳しく調査する。,Nghiên cứu kỹ lưỡng về ghi chú.,-,[0],連: メモに関する / 類: ghi chú,vocab
473,マーク,まーく,maaku,-,đánh dấu -  kí hiệu,Danh từ,マークについて詳しく調査する。,Nghiên cứu kỹ lưỡng về đánh dấu.,-,[0],連: マークに関する / 類: đánh dấu,vocab
474,イラスト,いらすと,irasuto,-,hình minh họa -  bức họa,Danh từ,イラストについて詳しく調査する。,Nghiên cứu kỹ lưỡng về hình minh họa.,-,[1],連: イラストに関する / 類: hình minh họa,vocab
475,サイン,さいん,sain,-,chữ kí -  dấu hiệu,Danh từ,サインについて詳しく調査する。,Nghiên cứu kỹ lưỡng về chữ kí.,-,[0],連: サインに関する / 類: chữ kí,vocab
476,スター,すたー,sutaa,-,ngôi sao nổi tiếng -  thần tượng,Danh từ,スターについて詳しく調査する。,Nghiên cứu kỹ lưỡng về ngôi sao nổi tiếng.,-,[0],連: スターに関する / 類: ngôi sao nổi tiếng,vocab
477,アンコール,あんこーる,ankooru,-,yêu cầu của khán giả -  diễn thêm tặng khán giả,Động từ nhóm 1,状況に合わせて適切にアンコール。,Yêu cầu của khán giả một cách phù hợp theo tình huống.,-,[1],連: アンコールに関する / 類: yêu cầu của khán giả,vocab
478,モデル,もでる,moderu,-,người mẫu -  mô hình,Danh từ,モデルについて詳しく調査する。,Nghiên cứu kỹ lưỡng về người mẫu.,-,[0],連: モデルに関する / 類: người mẫu,vocab
479,サンプル,さんぷる,sanpuru,-,hàng mẫu,Danh từ,サンプルについて詳しく調査する。,Nghiên cứu kỹ lưỡng về hàng mẫu.,-,[1],連: サンプルに関する / 類: hàng mẫu,vocab
480,スタイル,すたいる,sutairu,-,kiểu cách -  phong cách,Danh từ,スタイルについて詳しく調査する。,Nghiên cứu kỹ lưỡng về kiểu cách.,-,[1],連: スタイルに関する / 類: kiểu cách,vocab
481,ウエスト,うえすと,uesuto,-,eo -  vòng eo,Danh từ,ウエストについて詳しく調査する。,Nghiên cứu kỹ lưỡng về eo.,-,[1],連: ウエストに関する / 類: eo,vocab
482,カロリー,かろりー,karorii,-,calo,Danh từ,カロリーについて詳しく調査する。,Nghiên cứu kỹ lưỡng về calo.,-,[1],連: カロリーに関する / 類: calo,vocab
483,オーバー,おーばー,oobaa,-,quá -  vượt quá,Danh từ,オーバーについて詳しく調査する。,Nghiên cứu kỹ lưỡng về quá.,-,[1],連: オーバーに関する / 類: quá,vocab
484,コントロール,こんとろーる,kontorooru,-,kiểm soát -  điều khiển,Động từ nhóm 1,状況に合わせて適切にコントロール。,Kiểm soát một cách phù hợp theo tình huống.,-,[1],連: コントロールに関する / 類: kiểm soát,vocab
485,カーブ,かーぶ,kaabu,-,khúc cua -  đường cong,Danh từ,カーブについて詳しく調査する。,Nghiên cứu kỹ lưỡng về khúc cua.,-,[0],連: カーブに関する / 類: khúc cua,vocab
486,コース,こーす,koosu,-,khóa học -  phần ăn -  đường chạy (marathon),Động từ nhóm 1,状況に合わせて適切にコース。,Khóa học một cách phù hợp theo tình huống.,-,[0],連: コースに関する / 類: khóa học,vocab
487,レース,れーす,reesu,-,cuộc đua -  ren (viên áo – quần),Danh từ,レースについて詳しく調査する。,Nghiên cứu kỹ lưỡng về cuộc đua.,-,[0],連: レースに関する / 類: cuộc đua,vocab
488,リード,りーど,riido,-,dẫn đầu,Danh từ,リードについて詳しく調査する。,Nghiên cứu kỹ lưỡng về dẫn đầu.,-,[0],連: リードに関する / 類: dẫn đầu,vocab
489,トップ,とっぷ,toppu,-,đầu bảng,Danh từ,トップについて詳しく調査する。,Nghiên cứu kỹ lưỡng về đầu bảng.,-,[0],連: トップに関する / 類: đầu bảng,vocab
490,ゴール,ごーる,gooru,-,về đích -  kết thúc -  điểm đích,Động từ nhóm 1,状況に合わせて適切にゴール。,Về đích một cách phù hợp theo tình huống.,-,[0],連: ゴールに関する / 類: về đích,vocab
491,パス,ぱす,pasu,-,vượt qua -  đường chuyền,Danh từ,パスについて詳しく調査する。,Nghiên cứu kỹ lưỡng về vượt qua.,-,[0],連: パスに関する / 類: vượt qua,vocab
492,ベスト,べすと,besuto,-,tốt nhất,Danh từ,ベストについて詳しく調査する。,Nghiên cứu kỹ lưỡng về tốt nhất.,-,[0],連: ベストに関する / 類: tốt nhất,vocab
493,レギュラー,れぎゅらー,regyuraa,-,thông thường -  chính thức,Danh từ,レギュラーについて詳しく調査する。,Nghiên cứu kỹ lưỡng về thông thường.,-,[1],連: レギュラーに関する / 類: thông thường,vocab
494,コーチ,こーち,koochi,-,huấn luyện viên,Danh từ,コーチについて詳しく調査する。,Nghiên cứu kỹ lưỡng về huấn luyện viên.,-,[0],連: コーチに関する / 類: huấn luyện viên,vocab
495,キャプテン,きゃぷてん,kyaputen,-,đội trưởng,Danh từ,キャプテンについて詳しく調査する。,Nghiên cứu kỹ lưỡng về đội trưởng.,-,[1],連: キャプテンに関する / 類: đội trưởng,vocab
496,サークル,さーくる,saakuru,-,câu lạc bộ,Danh từ,サークルについて詳しく調査する。,Nghiên cứu kỹ lưỡng về câu lạc bộ.,-,[1],連: サークルに関する / 類: câu lạc bộ,vocab
497,キャンパス,きゃんぱす,kyanpasu,-,khuôn viên -  sân bãi trường học,Động từ nhóm 1,状況に合わせて適切にキャンパス。,Khuôn viên một cách phù hợp theo tình huống.,-,[1],連: キャンパスに関する / 類: khuôn viên,vocab
498,オリエンテーション,おりえんてーしょん,orienteeshon,-,định hướng -  buổi giới thiệu,Danh từ,オリエンテーションについて詳しく調査する。,Nghiên cứu kỹ lưỡng về định hướng.,-,[1],連: オリエンテーションに関する / 類: định hướng,vocab
499,カリキュラム,かりきゅらむ,karikyuramu,-,giáo án -  chương trình giảng dạy,Động từ nhóm 1,状況に合わせて適切にカリキュラム。,Giáo án một cách phù hợp theo tình huống.,-,[1],連: カリキュラムに関する / 類: giáo án,vocab
500,プログラム,ぷろぐらむ,puroguramu,-,chương trình -  lập trình,Danh từ,プログラムについて詳しく調査する。,Nghiên cứu kỹ lưỡng về chương trình.,-,[1],連: プログラムに関する / 類: chương trình,vocab
501,レッスン,れっすん,ressun,-,bài học,Danh từ,レッスンについて詳しく調査する。,Nghiên cứu kỹ lưỡng về bài học.,-,[1],連: レッスンに関する / 類: bài học,vocab
502,レクリエーション,れくりえーしょん,rekurieeshon,-,giải trí -  nghỉ giải lao,Danh từ,レクリエーションについて詳しく調査する。,Nghiên cứu kỹ lưỡng về giải trí.,-,[1],連: レクリエーションに関する / 類: giải trí,vocab
503,レジャー,れじゃー,rejaa,-,vui chơi -  rảnh rỗi,Danh từ,レジャーについて詳しく調査する。,Nghiên cứu kỹ lưỡng về vui chơi.,-,[1],連: レジャーに関する / 類: vui chơi,vocab
504,ガイド,がいど,gaido,-,hướng dẫn,Danh từ,ガイドについて詳しく調査する。,Nghiên cứu kỹ lưỡng về hướng dẫn.,-,[0],連: ガイドに関する / 類: hướng dẫn,vocab
505,シーズン,しーずん,shiizun,-,mùa,Danh từ,シーズンについて詳しく調査する。,Nghiên cứu kỹ lưỡng về mùa.,-,[1],連: シーズンに関する / 類: mùa,vocab
506,$x^{*}1+,7^{\circ}>7,7^{\circ}>7,-,bảng giờ tàu chạy -  kim cương,Danh từ,$x^{*}1+について詳しく調査する。,Nghiên cứu kỹ lưỡng về bảng giờ tàu chạy.,-,[1],連: $x^{*}1+に関する / 類: bảng giờ tàu chạy,vocab
507,ウイークデー,ういーくでー,uiikudee,-,ngày trong tuần,Danh từ,ウイークデーについて詳しく調査する。,Nghiên cứu kỹ lưỡng về ngày trong tuần.,-,[1],連: ウイークデーに関する / 類: ngày trong tuần,vocab
508,サービス,さーびす,saabisu,-,dịch vụ,Động từ nhóm 1,状況に合わせて適切にサービス。,Dịch vụ một cách phù hợp theo tình huống.,-,[1],連: サービスに関する / 類: dịch vụ,vocab
509,アルコール,あるこーる,arukooru,-,cồn -  rượu,Danh từ,アルコールについて詳しく調査する。,Nghiên cứu kỹ lưỡng về cồn.,-,[1],連: アルコールに関する / 類: cồn,vocab
510,デコレーション,でこれーしょん,dekoreeshon,-,trang trí,Danh từ,デコレーションについて詳しく調査する。,Nghiên cứu kỹ lưỡng về trang trí.,-,[1],連: デコレーションに関する / 類: trang trí,vocab
511,最も,もっとも,mottomo,Tối,...nhất -  vô cùng; cực kỳ = 一番 -  tuy nhiên,Danh từ,最もについて詳しく調査する。,Nghiên cứu kỹ lưỡng về ...nhất.,最 (Tối: nhất/tột cùng),[1],連: 最もに関する / 類: ...nhất,vocab
512,ほぼ,ほぼ,hobo,-,gần như -  hầu như,Phó từ,ほぼ物事が進んでいる。,Mọi việc đang tiến triển (gần như).,-,[0],連: ほぼに関する / 類: gần như,vocab
513,相当,そうとう,soutou,Tương Đương,Tương đối -  khá = かなり,Danh từ,相当について詳しく調査する。,Nghiên cứu kỹ lưỡng về Tương đối.,相 (Tương: tương hỗ/bộ mặt) + 当 (Đương: chính xác/đảm đương),[1],連: 相当に関する / 類: Tương đối,vocab
514,割合,わりあい,wariai,Cát Hợp,tương đối -  khá là -  tỷ lệ,Danh từ,割合について詳しく調査する。,Nghiên cứu kỹ lưỡng về tương đối.,割 (Cát: chia/vỡ/tỷ lệ) + 合 (Hợp: thích hợp/gặp gỡ),[1],連: 割合に関する / 類: tương đối,vocab
515,多少,たしょう,tashou,Đa Thiểu,một chút -  ít nhiều = 少し,Danh từ,多少について詳しく調査する。,Nghiên cứu kỹ lưỡng về một chút.,多 (Đa: nhiều/đa dạng) + 少 (Thiểu: ít/thiếu niên),[1],連: 多少に関する / 類: một chút,vocab
516,少々,しょうしょう,shoushou,Thiểu,một chút -  một lát,Danh từ,少々について詳しく調査する。,Nghiên cứu kỹ lưỡng về một chút.,少 (Thiểu: ít/thiếu niên),[1],連: 少々に関する / 類: một chút,vocab
517,すべて,すべて,subete,-,mọi thứ,Danh từ,すべてについて詳しく調査する。,Nghiên cứu kỹ lưỡng về mọi thứ.,-,[0],連: すべてに関する / 類: mọi thứ,vocab
518,何もかも,なにもかも,nanimokamo,Hà,Bất cứ thứ gì -  mọi thứ,Danh từ,何もかもについて詳しく調査する。,Nghiên cứu kỹ lưỡng về Bất cứ thứ gì.,何 (Hà: cái gì),[1],連: 何もかもに関する / 類: Bất cứ thứ gì,vocab
519,たっぷり,たっぷり,tappuri,-,đủ -  nhiều -  đầy ắp -  lỏng lẻo -  rộng rãi,Danh từ,たっぷりについて詳しく調査する。,Nghiên cứu kỹ lưỡng về đủ.,-,[1],連: たっぷりに関する / 類: đủ,vocab
520,できるだけ,できるだけ,dekirudake,-,cố gắng hết sức,Danh từ,できるだけについて詳しく調査する。,Nghiên cứu kỹ lưỡng về cố gắng hết sức.,-,[1],連: できるだけに関する / 類: cố gắng hết sức,vocab
