stt,term,reading,romaji,han_viet,meaning,type,exam_ja,exam_vi,kanji_breakdown,pitch_accent,synonyms_antonyms,card_type
1130,じかに,じかに,jikani,-,trực tiếp,Danh từ,じかにについて詳しく調査する。,Nghiên cứu kỹ lưỡng về trực tiếp.,-,[0],連: じかにに関する / 類: trực tiếp,vocab
1131,一度に,いちどに,ichidoni,Nhất Độ,1 lúc -  1 lần,Danh từ,一度にについて詳しく調査する。,Nghiên cứu kỹ lưỡng về 1 lúc.,一 (Nhất: một/nhất thể) + 度 (Độ: mức độ/lần),[1],連: 一度にに関する / 類: 1 lúc,vocab
1132,一斉に,いっせいに,isseini,Nhất Tề,cùng lúc -  đồng loạt -  đồng thanh,Danh từ,一斉にについて詳しく調査する。,Nghiên cứu kỹ lưỡng về cùng lúc.,一 (Nhất: một/nhất thể) + 斉 (Tề: đồng đều/chỉnh tề),[1],連: 一斉にに関する / 類: cùng lúc,vocab
1133,共に,ともに,tomoni,Cộng,cùng với,Danh từ,共にについて詳しく調査する。,Nghiên cứu kỹ lưỡng về cùng với.,共 (Cộng: cùng nhau/chung),[0],連: 共にに関する / 類: cùng với,vocab
1134,相互に,そうごに,sougoni,Tương Hỗ,lẫn nhau -  cùng nhau,Danh từ,相互にについて詳しく調査する。,Nghiên cứu kỹ lưỡng về lẫn nhau.,相 (Tương: tương hỗ/bộ mặt) + 互 (Hỗ: lẫn nhau/tương hỗ),[1],連: 相互にに関する / 類: lẫn nhau,vocab
1135,一人一人,ひとりひとり,hitorihitori,Nhất Nhân Nhất Nhân,từng người một -  lần lượt -  mỗi người,Danh từ,一人一人について詳しく調査する。,Nghiên cứu kỹ lưỡng về từng người một.,一 (Nhất: một/nhất thể) + 人 (Nhân: người/nhân loại) + 一 (Nhất: một/nhất thể) + 人 (Nhân: người/nhân loại),[1],連: 一人一人に関する / 類: từng người một,vocab
1136,いちいち,いちいち,ichiichi,-,chi li -  xét nét -  hở 1 chút là...,Danh từ,いちいちについて詳しく調査する。,Nghiên cứu kỹ lưỡng về chi li.,-,[1],連: いちいちに関する / 類: chi li,vocab
1137,所々,ところどころ,tokorodokoro,Sở,đây đó -  đôi chỗ,Danh từ,所々について詳しく調査する。,Nghiên cứu kỹ lưỡng về đây đó.,所 (Sở: nơi chốn/điểm),[1],連: 所々に関する / 類: đây đó,vocab
1138,どうか,どうか,douka,-,làm ơn,Danh từ,どうかについて詳しく調査する。,Nghiên cứu kỹ lưỡng về làm ơn.,-,[0],連: どうかに関する / 類: làm ơn,vocab
1139,できれば・できたら,できれば・できたら,dekireba・dekitara,-,nếu có thể,Liên từ,努力を重ねた、できれば・できたら成功を収めた。,"Đã nỗ lực không ngừng, nếu có thể đã gặt hái thành công.",-,[1],連: できれば・できたらに関する / 類: nếu có thể,vocab
1140,たいして,たいして,taishite,-,Không...nhiều; không... lắm -  so với,Danh từ,たいしてについて詳しく調査する。,Nghiên cứu kỹ lưỡng về Không...nhiều.,-,[1],連: たいしてに関する / 類: Không...nhiều; không... lắm,vocab
1141,恐らく,おそらく,osoraku,Khủng,có lẽ -  e rằng -  sợ là,Động từ nhóm 1,状況に合わせて適切に恐らく。,Có lẽ một cách phù hợp theo tình huống.,恐 (Khủng: lo sợ/khủng khiếp),[1],連: 恐らくに関する / 類: có lẽ,vocab
1142,むしろ,むしろ,mushiro,-,hơn -  tốt,Phó từ,むしろ物事が進んでいる。,Mọi việc đang tiến triển (hơn).,-,[0],連: むしろに関する / 類: hơn,vocab
1143,果たして,はたして,hatashite,Quả,như dự đoán -  thật sự là,Phó từ,果たして物事が進んでいる。,Mọi việc đang tiến triển (như dự đoán).,果 (Quả: kết quả/hoa quả),[1],連: 果たしてに関する / 類: như dự đoán,vocab
1144,かえって,かえって,kaette,-,ngược lại -  ai ngờ là,Phó từ,かえって物事が進んでいる。,Mọi việc đang tiến triển (ngược lại).,-,[1],連: かえってに関する / 類: ngược lại,vocab
1145,必ずしも,かならずしも,kanarazushimo,Tất,không hẳn -  chưa chắc,Phó từ,必ずしも物事が進んでいる。,Mọi việc đang tiến triển (không hẳn).,必 (Tất: nhất định/cần thiết),[1],連: 必ずしもに関する / 類: không hẳn,vocab
1146,単に,たんに,tanni,Đơn,chỉ -  đơn giản,Tính từ -na,単にな態度で対応する。,Ứng phó bằng một thái độ chỉ.,単 (Đơn: đơn giản/đơn độc),[0],連: 単にに関する / 類: chỉ,vocab
1147,いまだに,いまだに,imadani,-,vẫn chưa -  vẫn còn,Phó từ,いまだに物事が進んでいる。,Mọi việc đang tiến triển (vẫn chưa).,-,[1],連: いまだにに関する / 類: vẫn chưa,vocab
1148,ついでに,ついでに,tsuideni,-,nhân tiện -  tiện thể,Phó từ,ついでに物事が進んでいる。,Mọi việc đang tiến triển (nhân tiện).,-,[1],連: ついでにに関する / 類: nhân tiện,vocab
1149,とりあえず,とりあえず,toriaezu,-,tạm thời -  trước mắt,Phó từ,とりあえず物事が進んでいる。,Mọi việc đang tiến triển (tạm thời).,-,[1],連: とりあえずに関する / 類: tạm thời,vocab
1150,万一(が),まんいち(が),man'ichi(ga),Vạn Nhất,nếu lỡ -  bất trắc,Danh từ,万一(が)について詳しく調査する。,Nghiên cứu kỹ lưỡng về nếu lỡ.,万 (Vạn: vạn/mười nghìn) + 一 (Nhất: một/nhất thể),[1],連: 万一(が)に関する / 類: nếu lỡ,vocab
1151,偶然,ぐうぜん,guuzen,Ngẫu Nhiên,ngẫu nhiên -  bất ngờ,Phó từ,駅で偶然昔の友達に会った。,Tôi ngẫu nhiên gặp lại người bạn cũ ở nhà ga.,偶 (Ngẫu: tình cờ/ngẫu nhiên) + 然 (Nhiên: tự nhiên/như vậy),[1],連: 偶然に関する / 類: ngẫu nhiên,vocab
1152,たまたま,たまたま,tamatama,-,tình cờ -  ngẫu nhiên,Phó từ,駅でたまたま昔の友達に会った。,Tôi tình cờ gặp lại người bạn cũ ở nhà ga.,-,[1],連: たまたまに関する / 類: tình cờ,vocab
1153,実際,じっさい,jissai,Thực Tế,thực tế là -  sự thực,Phó từ,実際物事が進んでいる。,Mọi việc đang tiến triển (thực tế là).,実 (Thực: sự thật/thực tế/quả) + 際 (Tế: dịp/khi/quốc tế),[1],連: 実際に関する / 類: thực tế là,vocab
1154,同様,どうよう,douyou,Đồng Dạng,giống như -  tương tự,Phó từ,同様物事が進んでいる。,Mọi việc đang tiến triển (giống như).,同 (Đồng: cùng nhau/giống nhau) + 様 (Dạng: hình dáng/ngài),[1],連: 同様に関する / 類: giống như,vocab
1155,元々,もともと,motomoto,Nguyên,ban đầu -  vốn dĩ,Phó từ,元々物事が進んでいる。,Mọi việc đang tiến triển (ban đầu).,元 (Nguyên: nguồn gốc/ban đầu),[1],連: 元々に関する / 類: ban đầu,vocab
1156,本来,ほんらい,honrai,Bản Lai,từ trước tới giờ -  nguyên bản -  bản chất,Tính từ -i,この問題は非常に本来。,Vấn đề này rất từ trước tới giờ.,本 (Bản: sách/nguồn gốc/gốc rễ) + 来 (Lai: đến/tương lai),[1],連: 本来に関する / 類: từ trước tới giờ,vocab
1157,ある,ある,aru,-,có -  một số,Liên thể từ (Từ bổ nghĩa danh từ),あるについて詳しく調査する。,Nghiên cứu kỹ lưỡng về có.,-,[0],連: あるに関する / 類: có,vocab
1158,あらゆる,あらゆる,arayuru,-,tất cả -  mọi,Phó từ,あらゆる可能性を検討する。,Xem xét tất cả khả năng có thể.,-,[1],連: あらゆるに関する / 類: tất cả,vocab
1159,たいした,たいした,taishita,-,to tát -  tuy không phải ~ nhưng,Liên thể từ (Từ bổ nghĩa danh từ),たいしたについて詳しく調査する。,Nghiên cứu kỹ lưỡng về to tát.,-,[1],連: たいしたに関する / 類: to tát,vocab
1160,いわゆる,いわゆる,iwayuru,-,nói nôm na là -  tức là -  nghĩa là -  nói cách khác...,Động từ nhóm 1,状況に合わせて適切にいわゆる。,Nói nôm na là một cách phù hợp theo tình huống.,-,[1],連: いわゆるに関する / 類: nói nôm na là,vocab
