stt,term,reading,romaji,han_viet,meaning,type,exam_ja,exam_vi,kanji_breakdown,pitch_accent,synonyms_antonyms,card_type
823,トラブル,とらぶる,toraburu,-,rắc rối,Động từ nhóm 1,状況に合わせて適切にトラブル。,Rắc rối một cách phù hợp theo tình huống.,-,[1],連: トラブルに関する / 類: rắc rối,vocab
824,エラー,えらー,eraa,-,lỗi,Danh từ,エラーについて詳しく調査する。,Nghiên cứu kỹ lưỡng về lỗi.,-,[0],連: エラーに関する / 類: lỗi,vocab
825,クレーム,くれーむ,kureemu,-,phàn nàn,Danh từ,クレームについて詳しく調査する。,Nghiên cứu kỹ lưỡng về phàn nàn.,-,[1],連: クレームに関する / 類: phàn nàn,vocab
826,キャンセル,きゃんせる,kyanseru,-,hủy bỏ,Động từ nhóm 2,状況に合わせて適切にキャンセル。,Hủy bỏ một cách phù hợp theo tình huống.,-,[1],連: キャンセルに関する / 類: hủy bỏ,vocab
827,ストップ,すとっぷ,sutoppu,-,dừng lại,Danh từ,ストップについて詳しく調査する。,Nghiên cứu kỹ lưỡng về dừng lại.,-,[1],連: ストップに関する / 類: dừng lại,vocab
828,カット,かっと,katto,-,cắt bớt,Danh từ,カットについて詳しく調査する。,Nghiên cứu kỹ lưỡng về cắt bớt.,-,[0],連: カットに関する / 類: cắt bớt,vocab
829,カバー,かばー,kabaa,-,bao bọc,Danh từ,カバーについて詳しく調査する。,Nghiên cứu kỹ lưỡng về bao bọc.,-,[0],連: カバーに関する / 類: bao bọc,vocab
830,リハビリ,りはびり,rihabiri,-,hồi phục chức năng,Danh từ,リハビリについて詳しく調査する。,Nghiên cứu kỹ lưỡng về hồi phục chức năng.,-,[1],連: リハビリに関する / 類: hồi phục chức năng,vocab
831,プレッシャー,ぷれっしゃー,puresshaa,-,sức ép,Danh từ,プレッシャーについて詳しく調査する。,Nghiên cứu kỹ lưỡng về sức ép.,-,[1],連: プレッシャーに関する / 類: sức ép,vocab
832,カウンセリング,かうんせりんぐ,kaunseringu,-,tư vấn tâm lý,Danh từ,カウンセリングについて詳しく調査する。,Nghiên cứu kỹ lưỡng về tư vấn tâm lý.,-,[1],連: カウンセリングに関する / 類: tư vấn tâm lý,vocab
833,キャラクター,きゃらくたー,kyarakutaa,-,nhân vật,Danh từ,キャラクターについて詳しく調査する。,Nghiên cứu kỹ lưỡng về nhân vật.,-,[1],連: キャラクターに関する / 類: nhân vật,vocab
834,ユニークな,ゆにーくな,yuniikuna,-,độc nhất,Tính từ -na,ユニークな態度で対応する。,Ứng phó bằng một thái độ độc nhất.,-,[1],連: ユニークなに関する / 類: độc nhất,vocab
835,ルーズな,るーずな,ruuzuna,-,lơ đễnh,Tính từ -na,ルーズな態度で対応する。,Ứng phó bằng một thái độ lơ đễnh.,-,[1],連: ルーズなに関する / 類: lơ đễnh,vocab
836,ロマンチックな,ろまんちっくな,romanchikkuna,-,lãng mạn,Tính từ -na,ロマンチックな態度で対応する。,Ứng phó bằng một thái độ lãng mạn.,-,[1],連: ロマンチックなに関する / 類: lãng mạn,vocab
837,センス,せんす,sensu,-,giác quan,Danh từ,センスについて詳しく調査する。,Nghiên cứu kỹ lưỡng về giác quan.,-,[0],連: センスに関する / 類: giác quan,vocab
838,エコロジー,えころじー,ekorojii,-,sinh thái học,Danh từ,エコロジーについて詳しく調査する。,Nghiên cứu kỹ lưỡng về sinh thái học.,-,[1],連: エコロジーに関する / 類: sinh thái học,vocab
839,ダム,だむ,damu,-,Đê,Danh từ,ダムについて詳しく調査する。,Nghiên cứu kỹ lưỡng về Đê.,-,[0],連: ダムに関する / 類: Đê,vocab
840,コンクリート,こんくりーと,konkuriito,-,bê tông,Danh từ,コンクリートについて詳しく調査する。,Nghiên cứu kỹ lưỡng về bê tông.,-,[1],連: コンクリートに関する / 類: bê tông,vocab
841,単純な,たんじゅんな,tanjunna,Đơn Thuần,đơn giản,Tính từ -na,単純な態度で対応する。,Ứng phó bằng một thái độ đơn giản.,単 (Đơn: đơn giản/đơn độc) + 純 (Thuần: thuần khiết/trong sáng),[1],連: 単純なに関する / 類: đơn giản,vocab
842,純粋な,じゅんすいな,junsuina,Thuần Túy,trong sáng -  ngây thơ -  tỉnh khôi -  tinh khiết,Tính từ -na,純粋な態度で対応する。,Ứng phó bằng một thái độ trong sáng.,純 (Thuần: thuần khiết/trong sáng) + 粋 (Túy: tinh túy/sành điệu),[1],連: 純粋なに関する / 類: trong sáng,vocab
843,透明な,とうめいな,toumeina,Thấu Minh,trong suốt -  trong veo,Tính từ -na,透明な態度で対応する。,Ứng phó bằng một thái độ trong suốt.,透 (Thấu: trong suốt/xuyên thấu) + 明 (Minh: sáng sủa/rõ ràng),[1],連: 透明なに関する / 類: trong suốt,vocab
844,爽やかな,さわやかな,sawayakana,Sảng,sảng khoái -  tươi -  thoáng,Tính từ -na,爽やかな態度で対応する。,Ứng phó bằng một thái độ sảng khoái.,爽 (Sảng: sảng khoái/mát mẻ),[1],連: 爽やかなに関する / 類: sảng khoái,vocab
845,素直な,すなおな,sunaona,Tố Trực,chân thành -  thật thà -  ngoan ngoãn,Tính từ -na,素直な態度で対応する。,Ứng phó bằng một thái độ chân thành.,素 (Tố: yếu tố/mộc mạc/chất phác) + 直 (Trực: thẳng thắn/trực tiếp/sửa),[1],連: 素直なに関する / 類: chân thành,vocab
846,率直な,そっちょくな,sotchokuna,Suất Trực,trực tỉnh -  thẳng thắn,Tính từ -na,率直な態度で対応する。,Ứng phó bằng một thái độ trực tỉnh.,率 (Suất: tỷ lệ/dẫn dắt) + 直 (Trực: thẳng thắn/trực tiếp/sửa),[1],連: 率直なに関する / 類: trực tỉnh,vocab
847,誠実な,せいじつな,seijitsuna,Thành Thực,thật thà -  chân thành,Tính từ -na,誠実な態度で対応する。,Ứng phó bằng một thái độ thật thà.,誠 (Thành: chân thành/thành thật) + 実 (Thực: sự thật/thực tế/quả),[1],連: 誠実なに関する / 類: thật thà,vocab
848,謙虚な,けんきょな,kenkyona,Khiêm Hư,khiêm tốn,Tính từ -na,謙虚な態度で対応する。,Ứng phó bằng một thái độ khiêm tốn.,謙 (Khiêm: khiêm tốn/khiêm nhường) + 虚 (Hư: hư vô/trống rỗng),[1],連: 謙虚なに関する / 類: khiêm tốn,vocab
849,賢い,かしこい,kashikoi,Hiền,thông minh -  khôn ngoan,Tính từ -i,この問題は非常に賢い。,Vấn đề này rất thông minh.,賢 (Hiền: thông minh/hiền minh),[1],連: 賢いに関する / 類: thông minh,vocab
850,慎重な,しんちょうな,shinchouna,Thận Trọng,thận trọng -  cẩn thận,Tính từ -na,慎重な態度で対応する。,Ứng phó bằng một thái độ thận trọng.,慎 (Thận: thận trọng/cẩn thận) + 重 (Trọng: nặng nề/quan trọng/chồng chất),[1],連: 慎重なに関する / 類: thận trọng,vocab
851,穏やかな,おだやかな,odayakana,Ổn,yên ả -  ôn hòa -  bình yên,Tính từ -na,穏やかな態度で対応する。,Ứng phó bằng một thái độ yên ả.,穏 (Ổn: yên ổn/ôn hòa),[1],連: 穏やかなに関する / 類: yên ả,vocab
852,真剣な,しんけんな,shinkenna,Chân Kiếm,nghiêm túc -  nghiêm trọng,Tính từ -na,真剣な態度で対応する。,Ứng phó bằng một thái độ nghiêm túc.,真 (Chân: chân thật/đích thực) + 剣 (Kiếm: thanh kiếm),[1],連: 真剣なに関する / 類: nghiêm túc,vocab
853,正式な,せいしきな,seishikina,Chính Thức,chính thức -  gốc,Tính từ -na,正式な態度で対応する。,Ứng phó bằng một thái độ chính thức.,正 (Chính: đúng đắn/chính xác) + 式 (Thức: nghi thức/công thức),[1],連: 正式なに関する / 類: chính thức,vocab
854,主な,おもな,omona,Chủ,chính -  chủ yếu,Tính từ -na,主な態度で対応する。,Ứng phó bằng một thái độ chính.,主 (Chủ: làm chủ/chủ nhân),[0],連: 主なに関する / 類: chính,vocab
855,主要な,しゅような,shuyouna,Chủ Yếu,Mấu chốt,Tính từ -na,主要な態度で対応する。,Ứng phó bằng một thái độ Mấu chốt.,主 (Chủ: làm chủ/chủ nhân) + 要 (Yếu: quan trọng/cần thiết),[1],連: 主要なに関する / 類: Mấu chốt,vocab
856,貴重な,きちょうな,kichouna,Quý Trọng,quý trọng,Tính từ -na,貴重な態度で対応する。,Ứng phó bằng một thái độ quý trọng.,貴 (Quý: quý giá/cao quý) + 重 (Trọng: nặng nề/quan trọng/chồng chất),[1],連: 貴重なに関する / 類: quý trọng,vocab
857,偉大な,いだいな,idaina,Vĩ Đại,vĩ đại,Tính từ -na,偉大な態度で対応する。,Ứng phó bằng một thái độ vĩ đại.,偉 (Vĩ: vĩ đại/cao lớn) + 大 (Đại: to lớn/vĩ đại),[1],連: 偉大なに関する / 類: vĩ đại,vocab
858,偉い,えらい,erai,Vĩ,tuyệt vời -  giỏi -  vĩ đại,Danh từ,偉いについて詳しく調査する。,Nghiên cứu kỹ lưỡng về tuyệt vời.,偉 (Vĩ: vĩ đại/cao lớn),[0],連: 偉いに関する / 類: tuyệt vời,vocab
859,独特な,どくとくな,dokutokuna,Độc Đặc,riêng biệt -  đặc biệt -  độc đáo,Tính từ -na,独特な態度で対応する。,Ứng phó bằng một thái độ riêng biệt.,独 (Độc: độc nhất/cô độc) + 特 (Đặc: đặc biệt/riêng biệt),[1],連: 独特なに関する / 類: riêng biệt,vocab
860,特殊な,とくしゅな,tokushuna,Đặc Thù,đặc biệt -  đặc thù,Tính từ -na,特殊な態度で対応する。,Ứng phó bằng một thái độ đặc biệt.,特 (Đặc: đặc biệt/riêng biệt) + 殊 (Thù: đặc thù/khác biệt),[1],連: 特殊なに関する / 類: đặc biệt,vocab
861,奇妙な,きみょうな,kimyouna,Kỳ Diệu,kỳ lạ -  lạ lùng,Tính từ -na,奇妙な態度で対応する。,Ứng phó bằng một thái độ kỳ lạ.,奇 (Kỳ: kỳ lạ/hiếm có) + 妙 (Diệu: kỳ diệu/khéo léo),[1],連: 奇妙なに関する / 類: kỳ lạ,vocab
